Epoch,LR,Train Loss,Train Acc,Val Loss,Val Acc
1,0.0001,0.996335366705354,42.0937319676861,1.850212615265791,15.611061552185548
2,0.00408,0.8861166416171378,45.47659405654934,1.7884469302396069,18.15343443354148
3,0.00806,0.5503998191622008,61.11151182919792,1.33143505403551,51.4049955396967
4,0.012039999999999999,0.42722959524645016,66.36612810155799,1.2315765185402932,60.88314005352364
5,0.01602,0.40393589486986553,67.71765002885171,1.2111587006528923,61.7528991971454
6,0.02,0.40110332560303646,67.74154284477784,1.193812764722465,62.93487957181088
7,0.019921186439638208,0.4152091957200953,67.24926067512983,1.251890777212291,61.17305976806423
8,0.019685988695480668,0.4090220293463291,67.62793926716677,1.275603150757799,60.013380909901876
9,0.019298115976453072,0.40678417485850055,67.24971148297749,1.2947949170534574,58.38537020517395
10,0.018763685267038414,0.40367100820637514,67.65634016156953,1.303145176698649,58.54148082069581
11,0.0180911248587776,0.3965188088653253,68.41910703981534,1.307884440371014,59.121320249776986
12,0.017291041431077007,0.3886893262277345,68.18062968840161,1.3129121186901267,59.43354148082069
13,0.016376052777538154,0.38466846828756823,68.91138920946335,1.2997173594109828,59.611953612845674
14,0.015360588815815071,0.37628424430209056,69.16293998845931,1.2987173460723034,59.0321141837645
15,0.014260664019192902,0.3708640060259112,69.3545333237161,1.3228568428334755,58.34076717216771
16,0.0130936248587776,0.36436171391930494,69.56055251009809,1.2995086059731953,60.1471900089206
17,0.01187787623928432,0.35720297682168367,69.9541077611079,1.3111580274234809,59.589652096342554
18,0.010632591242695489,0.3510999857414185,70.44999639353722,1.3295177543514227,58.407671721677076
19,0.009377408757304513,0.34177154345911875,70.4635206289671,1.3324177592168633,58.407671721677076
20,0.008132123760715683,0.33071191666623073,71.28669575879977,1.2571138447145602,61.32917038358608
21,0.006916375141222403,0.32108494426369394,71.78709246970571,1.2758815563969268,61.8421052631579
22,0.005749335980807098,0.30724311368867746,72.52055683785343,1.2866907705163233,61.55218554861731
23,0.004649411184184926,0.2970339552715928,73.0962384593191,1.2760744049653319,62.71186440677966
24,0.003633947222461846,0.28220494146379804,74.08260603000576,1.2947998625375032,61.99821587867975
25,0.002718958568922994,0.2688658863184592,74.48247259088286,1.294963073241296,61.8421052631579
