Epoch,LR,Train Loss,Global Val Acc,AffectNet Acc,EmoSet-118k Acc,ExpWFormated Acc,FERPlus Acc,MMAFEDB Acc,NHFI Acc,RAF-DB Acc,jaffeFormated Acc
84,0.0009592885397135706,1.1153,81.54,74.77,81.14,77.88,94.67,75.52,73.33,89.09,76.47
85,0.0009582529837030827,1.0985,81.49,74.55,81.08,77.88,94.68,75.48,73.33,88.93,76.47
86,0.0009572050015330874,1.1017,81.47,74.72,80.94,78.21,94.72,75.37,73.12,88.68,76.47
87,0.0009561446219345453,1.0986,81.52,74.68,81.11,78.06,94.74,75.52,72.50,88.68,76.47
88,0.000955071873978299,1.1109,81.41,74.72,80.97,78.03,94.75,75.23,73.12,88.43,76.47
89,0.0009539867870742751,1.1043,81.37,74.72,81.08,78.03,94.72,75.11,72.92,88.51,76.47
90,0.0009528893909706797,1.0962,81.38,75.12,80.97,77.78,94.77,75.15,72.71,88.35,76.47
91,0.000951779715753181,1.0892,81.37,74.99,80.86,77.78,94.86,75.18,72.29,88.43,70.59
92,0.0009506577918440859,1.1086,81.52,75.34,80.91,78.10,94.86,75.38,72.71,88.26,76.47
93,0.0009495236500015047,1.1063,81.60,75.43,80.97,78.46,94.86,75.44,72.50,88.35,76.47
94,0.0009483773213185094,1.1022,81.58,75.30,81.00,78.35,94.81,75.52,72.29,88.02,76.47
95,0.0009472188372222797,1.0949,81.59,74.94,81.14,78.17,94.86,75.59,72.29,88.26,76.47
96,0.0009460482294732421,1.0950,81.60,75.03,81.20,78.14,94.90,75.57,71.88,88.35,76.47
97,0.0009448655301641997,1.0972,81.51,74.86,80.97,77.92,94.90,75.44,72.71,88.51,76.47
98,0.0009436707717194512,1.0943,81.60,74.86,81.25,78.06,94.91,75.55,72.71,88.35,76.47
99,0.0009424639868939033,1.0879,81.62,75.12,81.36,78.06,94.88,75.50,72.71,88.51,76.47
100,0.000941245208772171,1.0948,81.67,75.21,81.34,78.14,94.97,75.52,72.71,88.60,76.47
101,0.0009400144707676729,1.1010,81.62,75.12,81.31,78.21,94.91,75.51,72.92,87.93,76.47
102,0.0009387718066217125,1.0980,81.73,74.94,81.34,78.42,94.90,75.71,73.75,88.26,76.47
103,0.0009375172504025554,1.0895,81.70,75.08,81.31,78.53,94.99,75.56,73.12,88.18,76.47
104,0.0009362508365044938,1.0947,81.71,75.08,81.34,78.81,95.00,75.49,73.54,88.02,76.47
105,0.0009349725996469047,1.0989,81.71,74.99,81.53,78.56,95.09,75.49,72.92,87.85,76.47
106,0.0009336825748732971,1.0881,81.78,74.94,81.36,78.60,95.23,75.60,73.33,88.26,76.47
107,0.000932380797550352,1.0959,81.66,74.68,81.28,78.49,95.27,75.36,73.33,88.26,82.35
108,0.0009310673033669522,1.0987,81.64,75.08,81.14,78.03,95.22,75.43,73.33,88.26,82.35
109,0.0009297421283332041,1.0855,81.72,74.94,81.25,78.03,95.16,75.63,73.33,88.76,82.35
110,0.0009284053087794509,1.0887,81.73,74.94,81.31,78.28,95.13,75.58,73.33,88.68,82.35
111,0.0009270568813552756,1.0903,81.82,75.30,81.31,78.21,95.07,75.74,73.96,88.84,82.35
112,0.0009256968830284977,1.0877,81.80,74.99,81.45,78.21,95.16,75.66,73.33,89.09,82.35
113,0.000924325351084158,1.0775,81.77,75.08,81.34,78.10,95.11,75.62,73.54,89.34,82.35
114,0.0009229423231234975,1.0925,81.73,75.03,81.28,78.10,95.20,75.57,73.12,88.76,82.35
115,0.0009215478370629267,1.0786,81.75,75.08,81.22,78.10,95.16,75.65,73.12,88.84,82.35
116,0.0009201419311329849,1.0812,81.78,75.39,81.25,78.35,95.09,75.64,72.92,88.84,82.35
117,0.0009187246438772938,1.0834,81.75,75.43,81.28,78.42,95.04,75.53,72.92,88.76,82.35
118,0.0009172960141514993,1.0814,81.77,75.12,81.22,78.53,95.20,75.56,73.12,88.84,82.35
119,0.000915856081122207,1.0841,81.73,74.81,81.28,78.49,95.13,75.53,72.92,88.93,82.35
120,0.0009144048842659081,1.0743,81.83,75.08,81.22,78.71,95.29,75.60,73.12,88.93,82.35
121,0.0009129424633678977,1.0882,81.78,74.94,81.34,78.60,95.23,75.56,73.33,88.60,82.35
122,0.0009114688585211835,1.0767,81.78,75.12,81.25,78.35,95.16,75.62,73.96,88.76,82.35
123,0.0009099841101253866,1.0853,81.82,74.90,81.34,78.42,95.22,75.68,74.17,88.76,82.35
124,0.0009084882588856343,1.0760,81.81,74.99,81.31,78.28,95.18,75.68,74.17,88.84,82.35
125,0.0009069813458114441,1.0796,81.81,75.34,81.36,78.17,95.16,75.64,73.96,88.76,82.35
126,0.000905463412215599,1.0799,81.77,75.39,81.28,78.14,95.20,75.55,73.75,88.76,82.35
127,0.0009039344997130153,1.0760,81.82,75.34,81.22,77.99,95.27,75.71,73.75,88.93,82.35
128,0.0009023946502196017,1.0774,81.85,75.30,81.14,77.85,95.41,75.75,73.96,89.09,82.35
129,0.0009008439059511099,1.0673,81.86,75.25,81.14,78.06,95.45,75.73,73.33,89.09,82.35
130,0.0008992823094219771,1.0731,81.87,75.25,81.03,78.31,95.43,75.72,73.75,89.17,82.35
131,0.0008977099034441615,1.0821,81.84,75.39,80.89,78.06,95.36,75.78,73.75,89.09,82.35
132,0.0008961267311259666,1.0799,81.88,75.25,80.86,78.24,95.36,75.89,73.96,89.01,82.35
133,0.000894532835870862,1.0665,81.94,75.25,80.86,78.14,95.36,76.09,73.75,89.09,82.35
134,0.0008929282613762907,1.0772,81.93,75.34,81.03,78.39,95.32,75.89,74.17,89.01,88.24
135,0.0008913130516324732,1.0758,81.93,75.65,80.94,78.21,95.36,75.88,74.58,88.84,88.24
136,0.0008896872509212006,1.0788,81.93,75.83,81.03,78.28,95.27,75.86,74.58,88.51,94.12
137,0.0008880509038146206,1.0767,81.89,75.79,81.06,78.28,95.29,75.75,74.17,88.84,82.35
138,0.0008864040551740157,1.0710,81.97,75.87,81.31,78.35,95.34,75.80,74.17,88.84,82.35
139,0.0008847467501485734,1.0661,81.93,75.70,81.14,78.31,95.43,75.77,73.75,88.76,82.35
140,0.0008830790341741479,1.0689,81.90,76.05,81.22,78.28,95.27,75.71,73.54,88.60,82.35
141,0.0008814009529720154,1.0743,81.96,76.05,81.11,78.60,95.25,75.82,73.33,88.84,82.35
142,0.0008797125525476195,1.0798,82.04,75.96,81.25,78.78,95.31,75.88,73.54,88.93,82.35
143,0.0008780138791893108,1.0610,81.97,75.79,81.36,78.42,95.25,75.81,73.12,89.26,82.35
144,0.0008763049794670775,1.0670,81.96,75.70,81.45,78.49,95.20,75.81,72.71,89.26,82.35
145,0.0008745859002312688,1.0734,81.92,75.83,81.53,78.17,95.22,75.70,72.50,89.34,94.12
146,0.0008728566886113103,1.0758,81.92,75.79,81.59,78.06,95.22,75.78,72.71,88.84,94.12
147,0.0008711173920144118,1.0700,81.85,75.52,81.45,78.03,95.31,75.70,72.29,88.93,88.24
148,0.0008693680581242686,1.0683,81.90,75.43,81.53,78.14,95.39,75.73,72.29,88.93,94.12
149,0.0008676087348997526,1.0649,81.92,75.34,81.64,78.14,95.39,75.75,72.29,88.84,94.12
150,0.0008658394705735987,1.0777,81.91,75.39,81.59,78.17,95.41,75.75,71.46,89.01,94.12
151,0.0008640603136510824,1.0724,81.88,75.65,81.50,78.10,95.39,75.58,72.08,89.17,100.00
152,0.0008622713129086893,1.0657,81.82,75.48,81.39,77.85,95.39,75.58,72.08,89.26,100.00
153,0.0008604725173927785,1.0533,81.88,75.61,81.53,77.74,95.47,75.67,71.88,89.26,94.12
154,0.0008586639764182377,1.0705,81.85,75.56,81.31,77.88,95.39,75.67,71.88,89.42,94.12
155,0.0008568457395671313,1.0643,81.91,75.39,81.62,77.85,95.38,75.79,71.88,89.42,94.12
156,0.000855017856687341,1.0688,81.96,75.21,81.39,77.88,95.45,75.96,72.29,89.50,94.12
157,0.0008531803778911994,1.0604,81.98,75.25,81.53,77.85,95.50,75.94,73.12,89.09,94.12
158,0.000851333353554116,1.0649,81.92,75.34,81.06,77.74,95.39,76.10,72.92,88.93,88.24
159,0.0008494768343131955,1.0614,81.86,74.94,80.83,77.71,95.45,76.12,73.12,88.68,82.35
160,0.0008476108710658513,1.0520,81.92,75.30,81.08,77.78,95.41,76.09,73.33,88.76,82.35
161,0.0008457355149684082,1.0610,81.97,75.25,81.14,77.99,95.45,76.16,73.54,88.35,82.35
162,0.0008438508174347009,1.0566,81.86,74.94,81.14,78.10,95.43,75.94,73.54,88.26,82.35
163,0.0008419568301346644,1.0607,81.98,74.94,81.28,78.35,95.39,76.10,73.33,88.76,82.35
