epoch,train_loss,eval_loss,train_acc,eval_acc
5,0.4463055835733394,0.3867683753375474,0.651446159462913,0.7274572692947912
10,0.39881622666587546,0.351216649765713,0.672565563961625,0.7606674515854005
15,0.38669338091254957,0.33192892614175057,0.6722004746161491,0.7648491738053672
20,0.3730751350487284,0.32461599345174497,0.6807902156055412,0.7691932930047501
25,0.36448815741217516,0.35409937595039526,0.6830770947001197,0.7501928464130567
30,0.3617349194457095,0.3305595815556817,0.6912307567490822,0.773537412204133
35,0.35364373389481074,0.3365510118307244,0.6929649311400929,0.761073444033941
40,0.3577842179910166,0.31624124440809614,0.6923108127294485,0.7709796597783282
45,0.3510494032952567,0.34429545382877236,0.6914842910167738,0.7511672282895538
50,0.3472564564814754,0.3239043600317922,0.6995618927854289,0.7626162153383947
55,0.3368169843459631,0.3117734473167647,0.7024673954931748,0.7758109699159595
60,0.33301655211944436,0.3402534072315701,0.7122183234285946,0.7601802606471519
65,0.33231182487233935,0.32133582346424167,0.6997292254021054,0.7768259510373107
70,0.32840535951832656,0.30179672329827806,0.7016915806340385,0.7873411554545086
75,0.3217175379711322,0.29156817453898076,0.7056923513782123,0.7833218302139581
80,0.32172201921511256,0.33361678024790453,0.7052714844938441,0.7771507449961431
85,0.31042343658481947,0.2920085366673613,0.7029491106017889,0.7862449758434493
90,0.3045772495099169,0.3075591612578958,0.7196367361012515,0.7852705939669522
95,0.29674378678284535,0.29574814743969724,0.7213049915826623,0.7805204823190288
100,0.29595314986352333,0.30131120313888954,0.7199156237957123,0.7848240022735578
105,0.29314829146660376,0.2833748784833227,0.7255897207066507,0.7995615281555764
110,0.28093992179988464,0.29192276636152853,0.730903798957467,0.7952986074459015
115,0.26988803561257557,0.2866433641431025,0.7372370849644038,0.7963947870569608
120,0.25913811444588214,0.27394239258366404,0.7446149321542299,0.8008201047460517
125,0.24909227474321954,0.26645303012334415,0.7473581729306533,0.8116601031220819
130,0.239857937538198,0.2818645119079017,0.7515567004036265,0.8067881937395964
135,0.2137366414973514,0.26368436795302014,0.7695880575218547,0.8107263204904389
140,0.20216513408141196,0.26778521207972106,0.7710078494209277,0.8134870691405139
145,0.180452351197484,0.2782689106071878,0.7880504228951585,0.8138930615890544
150,0.1721055609697943,0.2816265953656241,0.7972486461270105,0.8199017498274532
155,0.14611677461392042,0.29252135547879293,0.8026387846581344,0.8149080427104056
160,0.13814095878366903,0.2862824968064118,0.8291838224854471,0.8181965815435833
165,0.11872460806943184,0.2933191561534602,0.8316785996795327,0.8220941090495717
170,0.11026589453016056,0.29112059719405914,0.8343660629170638,0.8218911128253015
175,0.10214589119406038,0.2980929597263035,0.8376975031945317,0.8258292395761438
180,0.08994227099917451,0.3058863735947693,0.8587712715250593,0.8283869920019488
185,0.0815131832249291,0.3020467898406073,0.8652363953511957,0.8298891640615484
190,0.07899289868546562,0.29490155966876896,0.8608603938908382,0.8296861678372782
195,0.07140396782913075,0.2957438091787505,0.8628734559763097,0.8315537331005644
200,0.07953694130841281,0.308374625324143,0.8615398657282518,0.8318379278145427
